,nitrogen_kg_per_t_greenwood,phosphate_kg_per_t_greenwood,potassium_kg_per_t_greenwood,herbicide_kg_per_t_greenwood,diesel_planting_L_per_t_greenwood,lubricants_planting_L_per_t_greenwood,electric_planting_MJ_per_t_greenwood,diesel_harvesting_L_per_t_greenwood_MA,lubricants_harvesting_L_per_t_greenwood_MA,gasoline_harvesting_L_per_t_greenwood_MA,harvesting_equipment_harvesting_kg_per_t_greenwood_MA,yield_residue_ton_of_drylog
2350,0.7019199929610331,0.030903329585079766,0.0005490702527015446,0.0047915844973602005,0.08713750249410027,0.00020308508662637882,0.5136593981739838,6.495664952709245,0.08654932040810676,2.077238225057276,0.333436087057043,64.65213450537186
2351,0.512927248272907,0.054919435491455,0.00015316241977908563,0.0028949872014892887,0.18979726339180286,0.0007488631254752583,0.49293149785766344,5.215689082926995,0.10144853482321439,1.6799817174415437,0.33688780468007967,57.170298707162374
2352,0.16413675209566272,0.03103660497592688,0.0002786457441433645,0.0027173085932327753,0.22341720950456942,0.001624933378790565,0.4830851137639998,4.0552467156246905,0.08336569946198392,1.4219120260697102,0.34435175404228957,65.99768549137244
2353,0.12577231107583203,0.0431802744752615,6.578199866757636e-05,0.00011396604283954285,0.18246102591382574,0.0018126056798406934,0.507392674596099,4.03581596237769,0.08126124326640202,1.723704175175587,0.33443537037807763,81.75024356370184
2354,0.12609845874623354,0.0164334961361875,0.0001785110170250492,0.0020896062183065342,0.08114595651710277,0.00010861340563463048,0.38019359828636784,3.0317460056714736,0.07634242175447702,1.3364522210769598,0.27923270362703967,85.6903589412144
2355,0.1532902535019236,0.052910494427397,9.658024525513646e-05,0.0066731304305612405,0.19193196131373,0.0009006989807298334,0.5054061587082989,4.849604076061843,0.0747600172571037,1.7299822906227964,0.35221529887560266,46.445770568949165
2356,0.23948842007018378,0.050402963771541305,0.00044070751451058196,0.004336635581734666,0.18944335525230732,0.0001853304780965723,0.4377996018808462,3.5268748370550993,0.0764072152155674,1.4390123081655384,0.31526360066206927,58.42028454018643
2357,0.5067710699219985,0.06272596339189561,5.7897390458335984e-05,0.006076778362093071,0.5293004616072586,0.0017897471658732623,0.558617015518507,4.476058013458877,0.07911506845108768,1.653497507710773,0.3913102106757378,54.980850401468025
2358,0.21234563349722943,0.021528905133710807,0.00022817386599536057,0.003949450404041621,0.11948784500259135,0.00020853573437334293,0.46467534568247043,7.576994813549132,0.07908750341467095,1.5819017552447527,0.32161436834112545,81.8609482557268
2359,0.9934991241989078,0.03959475565135555,0.00038344541248068725,0.006599865388195943,0.1918059032808733,0.0005187804191048787,0.5575278799006846,7.580800512526596,0.08447035449628829,1.8353892707623025,0.3670129789819491,53.30893742911515
2360,0.30052169274332124,0.019511582521526325,5.565690082581034e-06,0.0036711119974161253,0.10412429926878661,0.0010260838327469403,0.41455778857039866,4.010411954206819,0.07862041417721691,1.5360280552172723,0.2773523187435352,56.465715184857494
2361,0.23416310246920652,0.05913621122294859,0.0002839959301677264,0.005571973849198253,0.07630877054391025,0.0010024233513236103,0.5199032352479996,7.025679172146753,0.06487938876606779,1.4864796533728066,0.3537903916725426,103.68419711819767
2362,0.2818788788375394,0.03574177403548926,0.0002025130232314709,0.0013306321087203712,0.291720775055589,0.0022012285807553,0.5479731402853651,5.635726031906774,0.09567523802775427,2.085334832346543,0.36375785806741207,71.92877184985699
2363,0.8565336903895813,0.033988424966738325,0.00010692345481903567,0.0038241194602421486,0.1102514253096558,0.001609254195500259,0.42501737066414846,3.4098696307736684,0.06938948111872535,1.311613800677368,0.29492086595582456,53.97534537638235
2364,0.09419193805082181,0.032868492110193895,0.0005040540032219149,0.0026513334009289733,0.24765150135456543,0.0007970604489817243,0.47188638933129134,4.557680535300508,0.06908381101301826,1.4633390777650268,0.3068810080330916,57.78467669047203
2365,0.08141527259917247,0.01870512288943537,0.00023862795632224583,0.002879139325414623,0.07322835873082018,0.0009328610487298601,0.4520297085830961,3.7942623261046253,0.06055631621669779,1.7903912648074773,0.3079272446726003,65.91914340099387
2366,0.137593362034682,0.05443167080772853,0.00026865595837324456,0.0011599420141754696,0.23141028173872627,0.0017816749385633846,0.5856694463081114,5.257407599958871,0.07924454185400395,1.7899644938626453,0.3733452469939306,96.59013837365495
